"ONTOLOGY"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"BP"	"GO:0006119"	"oxidative phosphorylation"	"46/2271"	"149/18866"	7.57282128867651e-10	4.05938832367513e-06	3.75581425053003e-06	"NDUFAB1/MLXIPL/NDUFB4/NDUFB2/NDUFC1/COX6A1/COX7A2/ATP5PB/NDUFB3/ATP5F1E/NDUFA1/COX6B1/COX7C/UQCR11/COX7B/NDUFA2/COX5B/ISCU/UQCC2/SNCA/NDUFS6/NDUFB11/NDUFB9/NDUFC2/ATP5MC3/ATP5PF/UQCRB/PINK1/UQCRQ/COX6C/NDUFB6/STOML2/ATP5F1C/ATP5MG/ATP5PD/UQCRFS1/CDK1/NDUFA3/UQCRH/NUPR1/COX8A/NDUFB1/UQCR10/NDUFA6/NDUFA4/ATP5MF"	46
"BP"	"GO:0010498"	"proteasomal protein catabolic process"	"104/2271"	"483/18866"	1.71811018999607e-09	4.05938832367513e-06	3.75581425053003e-06	"GCLC/HECW1/CDC27/RNF14/WWTR1/GABARAPL2/PSMA4/USP13/UFD1/UBE2D1/UBE2A/UBE2K/PCNP/NSFL1C/CDC34/RBX1/DESI1/PSMA3/PSMB5/DCAF11/PSME2/PSMA7/GID8/FZR1/GSK3A/SEC61B/UBE2S/UBE2D3/BIRC2/FBXO9/TRIM38/SKP1/SUMO1/CDC20/FBXL5/UBE2B/TRIM25/PSMF1/DNAJB9/APOE/DNAJB2/USP44/PSMB7/CUL4A/ARRB2/PMAIP1/PSMB6/PSMA5/UBXN4/MARCHF6/ALAD/FBXL2/RMND5A/PSMA8/SH3RF2/PINK1/PSMB4/AMFR/ZER1/FBXO27/PSMD6/MAD2L1/PTTG1/NEMF/IFI27/HSP90B1/UBXN6/DDB1/RNF187/CDK1/UBB/SOCS6/PSME3IP1/TRIB1/UBE2C/SPSB4/PSMD2/DDIT3/NUPR1/ZFAND2A/RNF186/RAD23A/SHARPIN/YOD1/SIAH2/FBXL7/ZNRF1/UBE2H/PCBP2/DDI2/PELI1/SVIP/UBE2J1/PSMB8/RNF5/HSPA1B/HSPA1A/BAG6/SIAH3/UBA52/GPX1/PSMB9/TAF9/PSMB3"	104
"BP"	"GO:0042744"	"hydrogen peroxide catabolic process"	"18/2271"	"32/18866"	2.3343503881473e-09	4.05938832367513e-06	3.75581425053003e-06	"MPO/HBQ1/PRDX1/PRDX6/CAT/PRDX5/SNCA/PRDX3/PRDX2/HBA2/HBG2/HBA1/HBM/HBG1/HBD/GPX1/HBB/HP"	18
"BP"	"GO:0006778"	"porphyrin-containing compound metabolic process"	"20/2271"	"39/18866"	2.64886676911917e-09	4.05938832367513e-06	3.75581425053003e-06	"SLC25A39/FECH/CPOX/EIF2AK1/BLVRB/SRRD/BLVRA/AMBP/TMEM14C/UROD/ATP5IF1/CYP1A2/PPOX/SLC25A38/ALAD/ALAS2/SPTA1/UROS/UGT1A4/HMBS"	20
"BP"	"GO:0000209"	"protein polyubiquitination"	"79/2271"	"340/18866"	4.70052412504928e-09	5.76284257731042e-06	5.33187873384537e-06	"HECW1/CDC27/RNF14/PSMA4/UBE2D1/UBE2T/UBE2A/UBE2K/OTUB2/CDC34/FBXO7/RBX1/PSMA3/PSMB5/PSME2/PSMA7/FZR1/UBE2S/WSB1/UBE2D3/BIRC2/FBXO9/TRIM38/SKP1/FBXO30/FBXL5/UBE2B/NMI/PSMF1/ANAPC13/UBE2M/TRIM22/GPS2/MKRN1/DYSF/PSMB7/FBXO15/PSMB6/PSMA5/MARCHF6/RMND5A/C10orf90/PSMA8/UBE2L6/PSMB4/AMFR/FBXO27/TRIM58/PSMD6/FBXO40/DTX3L/RNF183/MARCHF8/IFI27/RNF187/UBE2E3/UBB/FBXW10/UBE2C/SPSB4/PSMD2/UBE2O/RNF186/TRIML2/SHARPIN/SIAH2/FBXL7/UBE2F/UBE2L3/ZNRF1/UBE2H/PELI1/UBE2J1/PSMB8/RNF5/UBA52/PSMB9/NHLRC4/PSMB3"	79
"BP"	"GO:0002283"	"neutrophil activation involved in immune response"	"103/2271"	"490/18866"	7.93525919528953e-09	8.10718981118746e-06	7.50090816565263e-06	"AOC1/MPO/MMP25/PRSS3/LTF/ALOX5/SLC11A1/SERPINB1/SLC2A3/TOLLIP/HSP90AA1/PTPRC/RAB10/CD59/FTL/DYNLL1/CYB5R3/CTSG/ATP6V1D/MMP9/SIRPB1/VAPA/RETN/PDAP1/LAMTOR3/HSPA8/LTA4H/MAPK14/GCA/RAP1A/CD58/PRDX6/ARG1/NPC2/CYSTM1/CAT/LGALS3/CD36/CD63/PSMB7/TLR2/IDH1/ANXA3/SRP14/ITGAX/PSMA5/CREG1/FCGR2A/S100A8/ILF2/AHSG/PLAC8/DOK3/DYNLT1/STOM/ALAD/LCN2/COMMD3/MS4A3/NDUFC2/FCER1G/NBEAL2/HK3/FCGR3B/S100A9/S100A12/MNDA/PSMD6/DNASE1L3/GYG1/S100P/CAMP/APEH/CTSB/DEFA4/CLEC4D/SERPINB12/RNASE2/PA2G4/LRG1/ORMDL3/AZU1/HSPA6/PSMD2/ADGRG3/MCEMP1/METTL7A/ATP6V0C/HMGB1/TUBB/PRTN3/ELANE/SVIP/PNP/HSPA1B/HSPA1A/CSNK2B/LILRB3/CD177/DEFA1/HBB/TARM1/HP"	103
"BP"	"GO:0043161"	"proteasome-mediated ubiquitin-dependent protein catabolic process"	"92/2271"	"424/18866"	1.00761914981418e-08	8.75365051484113e-06	8.0990244653497e-06	"GCLC/HECW1/CDC27/RNF14/WWTR1/PSMA4/UFD1/UBE2D1/UBE2A/UBE2K/PCNP/NSFL1C/CDC34/RBX1/DESI1/PSMA3/PSMB5/DCAF11/PSME2/PSMA7/GID8/FZR1/GSK3A/SEC61B/UBE2S/UBE2D3/BIRC2/FBXO9/TRIM38/SKP1/SUMO1/CDC20/FBXL5/UBE2B/TRIM25/PSMF1/DNAJB9/DNAJB2/USP44/PSMB7/CUL4A/ARRB2/PSMB6/PSMA5/UBXN4/MARCHF6/FBXL2/RMND5A/PSMA8/SH3RF2/PSMB4/AMFR/ZER1/FBXO27/PSMD6/MAD2L1/PTTG1/NEMF/IFI27/HSP90B1/DDB1/RNF187/CDK1/UBB/TRIB1/UBE2C/SPSB4/PSMD2/DDIT3/ZFAND2A/RNF186/RAD23A/SHARPIN/YOD1/SIAH2/FBXL7/ZNRF1/UBE2H/PCBP2/PELI1/SVIP/UBE2J1/PSMB8/RNF5/HSPA1B/HSPA1A/BAG6/SIAH3/UBA52/PSMB9/TAF9/PSMB3"	92
"BP"	"GO:0043312"	"neutrophil degranulation"	"102/2271"	"487/18866"	1.1424013722468e-08	8.75365051484113e-06	8.0990244653497e-06	"AOC1/MPO/MMP25/PRSS3/LTF/ALOX5/SLC11A1/SERPINB1/SLC2A3/TOLLIP/HSP90AA1/PTPRC/RAB10/CD59/FTL/DYNLL1/CYB5R3/CTSG/ATP6V1D/MMP9/SIRPB1/VAPA/RETN/PDAP1/LAMTOR3/HSPA8/LTA4H/MAPK14/GCA/RAP1A/CD58/PRDX6/ARG1/NPC2/CYSTM1/CAT/LGALS3/CD36/CD63/PSMB7/TLR2/IDH1/ANXA3/SRP14/ITGAX/PSMA5/CREG1/FCGR2A/S100A8/ILF2/AHSG/PLAC8/DOK3/DYNLT1/STOM/ALAD/LCN2/COMMD3/MS4A3/NDUFC2/FCER1G/NBEAL2/HK3/FCGR3B/S100A9/S100A12/MNDA/PSMD6/GYG1/S100P/CAMP/APEH/CTSB/DEFA4/CLEC4D/SERPINB12/RNASE2/PA2G4/LRG1/ORMDL3/AZU1/HSPA6/PSMD2/ADGRG3/MCEMP1/METTL7A/ATP6V0C/HMGB1/TUBB/PRTN3/ELANE/SVIP/PNP/HSPA1B/HSPA1A/CSNK2B/LILRB3/CD177/DEFA1/HBB/TARM1/HP"	102
"BP"	"GO:0042775"	"mitochondrial ATP synthesis coupled electron transport"	"33/2271"	"97/18866"	1.29569966311657e-08	8.82515437211621e-06	8.16518103493812e-06	"NDUFAB1/NDUFB4/NDUFB2/NDUFC1/COX6A1/NDUFB3/NDUFA1/COX6B1/COX7C/UQCR11/COX7B/NDUFA2/COX5B/ISCU/SNCA/NDUFS6/NDUFB11/NDUFB9/NDUFC2/UQCRB/PINK1/UQCRQ/COX6C/NDUFB6/UQCRFS1/CDK1/NDUFA3/UQCRH/COX8A/NDUFB1/UQCR10/NDUFA6/NDUFA4"	33
"BP"	"GO:0042773"	"ATP synthesis coupled electron transport"	"33/2271"	"98/18866"	1.72955517609099e-08	1.06021732294378e-05	9.80930872502974e-06	"NDUFAB1/NDUFB4/NDUFB2/NDUFC1/COX6A1/NDUFB3/NDUFA1/COX6B1/COX7C/UQCR11/COX7B/NDUFA2/COX5B/ISCU/SNCA/NDUFS6/NDUFB11/NDUFB9/NDUFC2/UQCRB/PINK1/UQCRQ/COX6C/NDUFB6/UQCRFS1/CDK1/NDUFA3/UQCRH/COX8A/NDUFB1/UQCR10/NDUFA6/NDUFA4"	33
"BP"	"GO:0042168"	"heme metabolic process"	"17/2271"	"32/18866"	2.09039958491344e-08	1.16492267777449e-05	1.07780602521662e-05	"SLC25A39/FECH/CPOX/BLVRB/SRRD/BLVRA/AMBP/TMEM14C/UROD/ATP5IF1/PPOX/SLC25A38/ALAD/ALAS2/UROS/UGT1A4/HMBS"	17
"BP"	"GO:0033013"	"tetrapyrrole metabolic process"	"24/2271"	"61/18866"	5.16899349185425e-08	2.64049417542221e-05	2.44302955562374e-05	"PRSS3/SLC25A39/FECH/CPOX/EIF2AK1/BLVRB/SRRD/BLVRA/AMBP/TMEM14C/UROD/ATP5IF1/CBLIF/CYP1A2/PPOX/SLC25A38/ALAD/ALAS2/CTRC/SPTA1/MMADHC/UROS/UGT1A4/HMBS"	24
"BP"	"GO:0097237"	"cellular response to toxic substance"	"37/2271"	"122/18866"	5.66853882122839e-08	2.67293407493308e-05	2.47304349544766e-05	"MPO/HBQ1/BMP7/SOD3/PRDX1/PRDX6/CAT/PRDX5/TXNDC17/APOE/RGN/GCH1/ALOX5AP/CD36/TXN/PIM1/RDH12/SOD1/MGST3/GSTO1/CLIC2/PINK1/S100A9/PRDX3/PRDX2/CCS/HBA2/HBG2/HBA1/HBM/HBG1/FIS1/HBD/DHFR/GPX1/HBB/HP"	37
"BP"	"GO:0098869"	"cellular oxidant detoxification"	"33/2271"	"103/18866"	6.80703176833127e-08	2.98050748141933e-05	2.75761557652398e-05	"MPO/HBQ1/BMP7/SOD3/PRDX1/PRDX6/CAT/PRDX5/TXNDC17/APOE/RGN/GCH1/ALOX5AP/CD36/TXN/SOD1/MGST3/GSTO1/CLIC2/S100A9/PRDX3/PRDX2/CCS/HBA2/HBG2/HBA1/HBM/HBG1/HBD/DHFR/GPX1/HBB/HP"	33
"BP"	"GO:1990748"	"cellular detoxification"	"35/2271"	"114/18866"	9.15211452172908e-08	3.74016413454662e-05	3.46046266968956e-05	"MPO/HBQ1/BMP7/SOD3/PRDX1/PRDX6/CAT/PRDX5/TXNDC17/APOE/RGN/GCH1/ALOX5AP/CD36/TXN/PIM1/RDH12/SOD1/MGST3/GSTO1/CLIC2/S100A9/PRDX3/PRDX2/CCS/HBA2/HBG2/HBA1/HBM/HBG1/HBD/DHFR/GPX1/HBB/HP"	35
"BP"	"GO:0019730"	"antimicrobial humoral response"	"39/2271"	"137/18866"	1.64997304776398e-07	6.32145923924575e-05	5.84872025088969e-05	"PRSS3/LTF/SLC11A1/CXCL2/CTSG/CST9L/EPPIN/REG1A/WFDC3/DEFB118/JCHAIN/S100A8/LCN2/RPL30/PGLYRP4/S100A9/S100A12/CAMP/DEFA4/SPAG11B/KLK5/WFDC13/CXCL10/PLA2G1B/FGA/AZU1/CST9/WFDC5/SPAG11A/F2/WFDC10B/H2BC21/PLA2G2A/PRTN3/ELANE/HMGN2/RPL39/DEFA1/DEFA3"	39
"BP"	"GO:0046501"	"protoporphyrinogen IX metabolic process"	"9/2271"	"11/18866"	2.29068148053209e-07	8.25992792685985e-05	7.64222403536033e-05	"FECH/CPOX/EIF2AK1/UROD/PPOX/ALAD/ALAS2/UROS/HMBS"	9
"BP"	"GO:0070936"	"protein K48-linked ubiquitination"	"22/2271"	"57/18866"	2.75718989931858e-07	9.38976337934605e-05	8.6875667704845e-05	"UBE2D1/UBE2T/UBE2A/UBE2K/CDC34/UBE2D3/BIRC2/TRIM38/UBE2B/NMI/MARCHF6/AMFR/DTX3L/IFI27/RNF187/UBE2E3/UBE2C/ZNRF1/UBE2H/PELI1/RNF5/NHLRC4"	22
"BP"	"GO:0006783"	"heme biosynthetic process"	"13/2271"	"23/18866"	3.81744686531662e-07	0.000123162890970478	0.00011395237512646	"SLC25A39/FECH/CPOX/SRRD/TMEM14C/UROD/ATP5IF1/PPOX/SLC25A38/ALAD/ALAS2/UROS/HMBS"	13
"BP"	"GO:0022904"	"respiratory electron transport chain"	"34/2271"	"116/18866"	4.73557567619877e-07	0.000145145394475492	0.000134290956543995	"NDUFAB1/NDUFB4/NDUFB2/NDUFC1/COX6A1/NDUFB3/NDUFA1/COX6B1/COX7C/UQCR11/COX7B/NDUFA2/COX5B/ISCU/SNCA/NDUFS6/NDUFB11/NDUFB9/NDUFC2/UQCRB/PINK1/UQCRQ/COX6C/NDUFB6/UQCRFS1/CDK1/NDUFA3/UQCRH/COX8A/SLC25A18/NDUFB1/UQCR10/NDUFA6/NDUFA4"	34
"BP"	"GO:0009636"	"response to toxic substance"	"58/2271"	"250/18866"	5.36056673454334e-07	0.000146361734403884	0.000135416334672984	"MPO/RALBP1/FECH/CPOX/HBQ1/SLC7A8/BMP7/SLC6A4/SOD3/HTRA2/PRDX1/PRDX6/ARG1/CAT/MT2A/PRDX5/MPST/TXNDC17/APOE/RGN/GCH1/ALOX5AP/CD36/TXN/PIM1/TLR2/RDH12/SOD1/MGST3/ALAD/LCN2/GSTO1/SLC22A8/SCN2B/CLIC2/PINK1/S100A9/PRDX3/PRDX2/CDK1/FOS/SLC30A1/PDZD3/CCS/NUPR1/HBA2/HBG2/HBA1/HBM/HBG1/FIS1/UBA52/HBD/DHFR/GPX1/HBB/HP/CCL4"	58
"BP"	"GO:0006779"	"porphyrin-containing compound biosynthetic process"	"14/2271"	"27/18866"	5.59502930265843e-07	0.000146361734403884	0.000135416334672984	"SLC25A39/FECH/CPOX/SRRD/TMEM14C/UROD/ATP5IF1/PPOX/SLC25A38/ALAD/ALAS2/SPTA1/UROS/HMBS"	14
"BP"	"GO:0033014"	"tetrapyrrole biosynthetic process"	"14/2271"	"27/18866"	5.59502930265843e-07	0.000146361734403884	0.000135416334672984	"SLC25A39/FECH/CPOX/SRRD/TMEM14C/UROD/ATP5IF1/PPOX/SLC25A38/ALAD/ALAS2/SPTA1/UROS/HMBS"	14
"BP"	"GO:0055072"	"iron ion homeostasis"	"28/2271"	"87/18866"	5.92071452961688e-07	0.000146361734403884	0.000135416334672984	"LTF/SLC11A1/CYBRD1/TFRC/PICALM/SRI/EIF2AK1/FTL/HEPH/TFR2/RHAG/SKP1/STEAP3/FBXL5/STEAP4/NEDD8/NDFIP1/ISCU/SLC40A1/SOD1/SLC25A37/LCN2/ALAS2/EPB42/SCARA5/BOLA2B/ERFE/NCOA4"	28
"BP"	"GO:0098754"	"detoxification"	"38/2271"	"138/18866"	5.96907562821711e-07	0.000146361734403884	0.000135416334672984	"MPO/RALBP1/HBQ1/BMP7/SOD3/PRDX1/PRDX6/CAT/MT2A/PRDX5/TXNDC17/APOE/RGN/GCH1/ALOX5AP/CD36/TXN/PIM1/RDH12/SOD1/MGST3/GSTO1/CLIC2/S100A9/PRDX3/PRDX2/SLC30A1/CCS/HBA2/HBG2/HBA1/HBM/HBG1/HBD/DHFR/GPX1/HBB/HP"	38
"BP"	"GO:0031145"	"anaphase-promoting complex-dependent catabolic process"	"27/2271"	"83/18866"	7.3737675738159e-07	0.000173850750874967	0.000160849634363239	"CDC27/PSMA4/UBE2D1/PSMA3/PSMB5/PSME2/PSMA7/FZR1/UBE2S/CDC20/PSMF1/PSMB7/PSMB6/PSMA5/PSMA8/PSMB4/PSMD6/MAD2L1/PTTG1/CDK1/UBB/UBE2C/PSMD2/PSMB8/UBA52/PSMB9/PSMB3"	27
"BP"	"GO:0042743"	"hydrogen peroxide metabolic process"	"21/2271"	"57/18866"	1.26393559390151e-06	0.000283651990031546	0.000262439584835575	"MPO/HBQ1/PRDX1/PRDX6/CAT/PRDX5/CYP1A2/SOD1/SNCA/PINK1/PRDX3/PRDX2/HBA2/HBG2/HBA1/HBM/HBG1/HBD/GPX1/HBB/HP"	21
"BP"	"GO:0046034"	"ATP metabolic process"	"67/2271"	"311/18866"	1.29563714859434e-06	0.000283651990031546	0.000262439584835575	"NDUFAB1/SLC4A1/NADK/MLXIPL/ATP1A2/NDUFB4/VPS9D1/NDUFB2/NUP50/NDUFC1/HSPA8/COX6A1/COX7A2/PRKAG3/ATP5PB/NDUFB3/ATP5F1E/NDUFA1/COX6B1/COX7C/UQCR11/ATP5IF1/COX7B/NDUFA2/LDHA/COX5B/ISCU/UQCC2/GUK1/SNCA/NDUFS6/NDUFB11/ATP6V1B2/NDUFB9/NDUFC2/PID1/AK5/ATP5MC3/ATP5PF/FLCN/UQCRB/HK1/PINK1/HK3/UQCRQ/COX6C/NDUFB6/STOML2/ATP5F1C/ATP5MG/ATP5PD/UQCRFS1/CDK1/NDUFA3/BPGM/UQCRH/NUPR1/COX8A/BEND3/NDUFB1/UQCR10/NDUFA6/NDUFA4/HSPA1B/HSPA1A/PGAM4/ATP5MF"	67
"BP"	"GO:0010499"	"proteasomal ubiquitin-independent protein catabolic process"	"12/2271"	"22/18866"	1.81436061689441e-06	0.000383518295915957	0.000354837568196991	"PSMA4/PSMA3/PSMB5/PSMA7/PSMB7/PSMB6/PSMA5/PSMA8/PSMB4/PSMB8/PSMB9/PSMB3"	12
"BP"	"GO:0061418"	"regulation of transcription from RNA polymerase II promoter in response to hypoxia"	"25/2271"	"77/18866"	1.95482668673075e-06	0.00039943625298865	0.000369565129407203	"PSMA4/RBX1/PSMA3/PSMB5/PSME2/PSMA7/ELOB/EGR1/PSMF1/PSMB7/PSMB6/PSMA5/PSMA8/BACH1/PSMB4/PSMD6/RBPJ/UBB/PSMD2/HIGD1A/PSMB8/UBA52/PSMB9/EGLN2/PSMB3"	25
"BP"	"GO:0022900"	"electron transport chain"	"45/2271"	"184/18866"	2.17783508159853e-06	0.000430649324199968	0.000398443987084988	"NDUFAB1/NDUFB4/P4HA2/NDUFB2/GFUS/DHDH/NDUFC1/COX6A1/COX7A2/NDUFB3/NDUFA1/COX6B1/COX7C/UQCR11/STEAP4/COX7B/NDUFA2/COX5B/ISCU/CYP1A2/SNCA/NDUFS6/NDUFB11/NDUFB9/NDUFC2/UQCRB/PINK1/UQCRQ/COX6C/NDUFB6/CYB5A/UQCRFS1/CDK1/NDUFA3/GLRX/UQCRH/COX8A/GLDC/GLRX5/SLC25A18/NDUFB1/UQCR10/NDUFA6/NDUFA4/GRXCR1"	45
"BP"	"GO:0034101"	"erythrocyte homeostasis"	"35/2271"	"129/18866"	2.37430937950806e-06	0.000454828640512013	0.000420815096604915	"SLC4A1/KMT2E/ARID4A/ADD1/RBFOX2/GATA1/KLF1/JAK3/TMEM14C/MAPK14/RHAG/BCL6/STAT1/PRDX1/FOXO3/INHA/FAM210B/ATP5IF1/RPS24/DYRK3/SLC25A38/ALAS2/DMTN/TAL1/TRIM58/HMGB2/EPB42/AXL/AHSP/BPGM/ISG15/HSPA1B/HSPA1A/TRIM10/RHEX"	35
"BP"	"GO:0015669"	"gas transport"	"11/2271"	"20/18866"	4.45194606264445e-06	0.000826982708000318	0.000765138289809515	"HBQ1/CA2/RHAG/HBA2/HBG2/HBA1/HBM/HBG1/HBD/AQP1/HBB"	11
"BP"	"GO:0055076"	"transition metal ion homeostasis"	"36/2271"	"138/18866"	4.61464196945825e-06	0.000831992802140562	0.000769773713047711	"LTF/SLC11A1/CYBRD1/TFRC/PICALM/SRI/EIF2AK1/FTL/HEPH/TFR2/RHAG/SKP1/STEAP3/FBXL5/MT2A/STEAP4/NEDD8/NDFIP1/ISCU/SLC40A1/SOD1/S100A8/SLC25A37/LCN2/ALAS2/S100A9/SLC30A8/EPB42/SCARA5/BOLA2B/SLC30A1/PRND/ATOX1/ERFE/SLC30A10/NCOA4"	36
"BP"	"GO:0002262"	"myeloid cell homeostasis"	"38/2271"	"154/18866"	1.04592128716571e-05	0.00183185642580736	0.00169486432939814	"SLC4A1/KMT2E/ARID4A/ADD1/RBFOX2/GATA1/KLF1/JAK3/TMEM14C/MAPK14/RHAG/BCL6/STAT1/PRDX1/FOXO3/INHA/FAM210B/ATP5IF1/RPS24/SOD1/DYRK3/SLC25A38/ALAS2/DMTN/FCER1G/TAL1/TRIM58/HMGB2/EPB42/AXL/AHSP/BPGM/ISG15/HMGB1/HSPA1B/HSPA1A/TRIM10/RHEX"	38
"BP"	"GO:0030218"	"erythrocyte differentiation"	"32/2271"	"121/18866"	1.12706066516512e-05	0.0019191338548506	0.0017756148724882	"SLC4A1/KMT2E/ARID4A/ADD1/RBFOX2/GATA1/KLF1/JAK3/TMEM14C/MAPK14/RHAG/BCL6/STAT1/FOXO3/INHA/FAM210B/ATP5IF1/DYRK3/SLC25A38/ALAS2/DMTN/TAL1/TRIM58/HMGB2/EPB42/AHSP/BPGM/ISG15/HSPA1B/HSPA1A/TRIM10/RHEX"	32
"BP"	"GO:0006120"	"mitochondrial electron transport, NADH to ubiquinone"	"19/2271"	"55/18866"	1.19316734992196e-05	0.00197678806892477	0.00182895751959589	"NDUFAB1/NDUFB4/NDUFB2/NDUFC1/NDUFB3/NDUFA1/NDUFA2/ISCU/SNCA/NDUFS6/NDUFB11/NDUFB9/NDUFC2/PINK1/NDUFB6/NDUFA3/NDUFB1/NDUFA6/NDUFA4"	19
"BP"	"GO:0090090"	"negative regulation of canonical Wnt signaling pathway"	"43/2271"	"184/18866"	1.24130041645174e-05	0.00200241356653925	0.00185266666034403	"HECW1/ISL1/WWTR1/PSMA4/LRP6/RBX1/PSMA3/PSMB5/PSME2/PSMA7/DKKL1/GSK3A/MAPK14/STK11/FOXO3/TNN/EGR1/PSMF1/APOE/LRP4/ANKRD6/PSMB7/NKD1/PSMB6/PSMA5/RBMS3/PSMA8/DKK2/PSMB4/AMFR/PSMD6/CDH2/MCC/FZD4/PSMD2/DDIT3/SIAH2/NOG/KREMEN1/SHISA6/PSMB8/PSMB9/PSMB3"	43
"BP"	"GO:0002385"	"mucosal immune response"	"15/2271"	"38/18866"	1.57785349509051e-05	0.00248006203202688	0.00229459504225309	"NOS2/LTF/FFAR2/GCNT3/CAMP/DEFA4/RNASE2/PLA2G1B/H2BC21/IFNLR1/FFAR3/C17orf99/RPL39/DEFA1/DEFA3"	15
"BP"	"GO:1905330"	"regulation of morphogenesis of an epithelium"	"42/2271"	"181/18866"	1.86949731449091e-05	0.00283377923696497	0.00262186014059711	"PSMA4/AP2S1/NTN4/PSMA3/PSMB5/PSME2/BMP7/PSMA7/PLEKHA4/FGF1/STAT1/PSMF1/WNT2B/ANKRD6/PSMB7/SULF1/ITGAX/NKD1/CLTC/ARRB2/PSMB6/PSMA5/GJA1/PSMA8/TIAM1/PSMB4/AP2M1/VANGL2/PSMD6/PRICKLE2/CXCL10/FZD4/PSMD2/CAV3/NOG/RXRA/MAGI2/AP2A1/PSMB8/PSMB9/HNF1B/PSMB3"	42
"BP"	"GO:0045333"	"cellular respiration"	"43/2271"	"187/18866"	1.89534989748065e-05	0.00283377923696497	0.00262186014059711	"NDUFAB1/NOS2/NDUFB4/NDUFB2/NDUFC1/COX6A1/NDUFB3/CAT/NDUFA1/COX6B1/COX7C/UQCR11/COX7B/NDUFA2/BLOC1S1/COX5B/ISCU/IDH1/CYP1A2/SNCA/NDUFS6/NDUFB11/NDUFB9/NDUFC2/FLCN/UQCRB/PINK1/UQCRQ/COX6C/NDUFB6/UQCRFS1/PRELID1/CDK1/NDUFA3/UQCRH/COX8A/FAHD1/IDH2/SLC25A18/NDUFB1/UQCR10/NDUFA6/NDUFA4"	43
"BP"	"GO:0060071"	"Wnt signaling pathway, planar cell polarity pathway"	"29/2271"	"108/18866"	2.09014296680936e-05	0.00305061342536699	0.00282247877322527	"PSMA4/AP2S1/PSMA3/PSMB5/PSME2/PSMA7/PLEKHA4/PSMF1/ANKRD6/PSMB7/NKD1/CLTC/ARRB2/PSMB6/PSMA5/PSMA8/TIAM1/PSMB4/AP2M1/VANGL2/PSMD6/PRICKLE2/FZD4/PSMD2/MAGI2/AP2A1/PSMB8/PSMB9/PSMB3"	29
"BP"	"GO:0070498"	"interleukin-1-mediated signaling pathway"	"28/2271"	"103/18866"	2.25255060351744e-05	0.00321119423245626	0.00297105083274222	"PSMA4/TOLLIP/IRAK3/RBX1/PSMA3/PSMB5/PSME2/PSMA7/SKP1/IL1R2/IL1R1/EGR1/IL1B/PSMF1/PSMB7/PSMB6/PSMA5/PSMA8/TAB3/PSMB4/PSMD6/UBB/PSMD2/PELI1/PSMB8/UBA52/PSMB9/PSMB3"	28
"BP"	"GO:0042440"	"pigment metabolic process"	"22/2271"	"72/18866"	2.3453939232348e-05	0.00326756017032485	0.00302320154506917	"SLC25A39/CDH3/FECH/CPOX/BLVRB/SRRD/ASIP/GPR143/BLVRA/AMBP/TMEM14C/UROD/ATP5IF1/PPOX/SLC25A38/ALAD/ALAS2/HPRT1/SLC24A5/UROS/UGT1A4/HMBS"	22
"BP"	"GO:0030099"	"myeloid cell differentiation"	"81/2271"	"431/18866"	2.76437457801711e-05	0.00368595333992141	0.00341030593208493	"SLC4A1/KMT2E/SCIN/LTF/HMGB3/ARID4A/PITHD1/SBNO2/CLDN18/TFRC/HOXA9/TNRC6C/EIF2AK1/SNX10/ADD1/GNAS/TESC/TNRC6A/EFNA2/RBFOX2/MMP9/GATA1/CA2/KLF1/JAK3/TMEM14C/MAPK14/RHAG/LOX/BCL6/KAT2B/STAT1/FOXO3/CSF3R/NFE2/INHA/FAM210B/ATP5IF1/NDFIP1/LGALS3/PPARG/MEIS2/TLR2/CUL4A/DYRK3/LBR/SLC25A38/PURB/PIP4K2A/TMEM178A/KLF10/WASF2/H4C8/ALAS2/DMTN/FCER1G/C1QC/NBEAL2/TAL1/TRIM58/H3-3A/HMGB2/CARTPT/IL31RA/PRDX3/EPB42/RBPJ/AHSP/FAXDC2/FOS/BPGM/TRIB1/ISG15/PRTN3/H4C3/HSPA1B/HSPA1A/LILRB3/TRIM10/NME1/RHEX"	81
"BP"	"GO:0006521"	"regulation of cellular amino acid metabolic process"	"20/2271"	"63/18866"	2.93867933944634e-05	0.00368595333992141	0.00341030593208493	"PSMA4/SIRT4/PSMA3/PSMB5/PSME2/PSMA7/OAZ1/ODC1/PSMF1/PSMB7/PSMB6/PSMA5/PSMA8/PSMB4/PSMD6/PSMD2/OAZ2/PSMB8/PSMB9/PSMB3"	20
"BP"	"GO:1902036"	"regulation of hematopoietic stem cell differentiation"	"22/2271"	"73/18866"	2.97905089788486e-05	0.00368595333992141	0.00341030593208493	"PSMA4/TCF3/TP73/PSMA3/PSMB5/PSME2/PSMA7/GATA1/PSMF1/LMO2/PSMB7/PSMB6/PSMA5/PSMA8/PSMB4/TAL1/PSMD6/PSMD2/PSMB8/PSMB9/N4BP2L2/PSMB3"	22
